date,time,category,sub_category,count,priority,department,days_ago
2025-01-08,00:55,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-01-08,10:33,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-08,10:35,Asset Check In,Keyboard,1,Low,Asset Department,
2025-01-08,12:47,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-08,14:05,Asset Check In,Laptop,1,Medium,Asset Department,
2025-01-08,17:32,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-09,10:24,Others,General Inquiry,1,Low,IT Department,
2025-01-09,13:40,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-09,14:57,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-09,16:12,Others,General Inquiry,1,Low,IT Department,
2025-01-09,19:34,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-09,21:18,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-01-10,05:49,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-10,09:01,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-10,10:55,Asset Check Out,Monitor,2,Low,Asset Department,
2025-01-10,14:24,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-10,17:33,Others,General Inquiry,1,Low,IT Department,
2025-01-11,09:41,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-13,08:02,Asset Check In,Laptop,1,Medium,Asset Department,
2025-01-13,11:12,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-13,13:59,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-13,14:00,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-13,15:23,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-13,16:03,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-13,17:37,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-01-13,20:50,Others,General Inquiry,1,Low,IT Department,
2025-01-13,22:04,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-14,04:11,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-14,08:07,Asset Check In,Keyboard,1,Low,Asset Department,
2025-01-14,09:48,IT Support,Virus/Malware Check,1,High,IT Department,
2025-01-14,10:54,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-14,13:56,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-15,02:19,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-15,02:32,Others,General Inquiry,1,Low,IT Department,
2025-01-15,03:51,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-01-15,09:32,Asset Check In,Laptop,1,Medium,Asset Department,
2025-01-15,12:58,Others,,1,Low,IT Department,
2025-01-15,15:21,Others,,1,Low,IT Department,
2025-01-16,04:33,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-16,06:34,Others,,1,Low,IT Department,
2025-01-16,11:05,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-16,14:11,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-16,14:24,Asset Check Out,Monitor,3,Low,Asset Department,
2025-01-17,10:58,Others,General Inquiry,1,Low,IT Department,
2025-01-17,12:01,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-17,12:38,Others,,1,Low,IT Department,
2025-01-18,08:09,Others,General Inquiry,1,Low,IT Department,
2025-01-20,08:13,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-20,08:23,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-20,08:36,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-01-20,08:48,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-01-20,09:00,Asset Check Out,Monitor,3,Low,Asset Department,
2025-01-20,12:38,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-20,16:14,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-20,20:36,Asset Check Out,Monitor,2,Low,Asset Department,
2025-01-20,22:07,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-21,08:52,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-21,11:28,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-21,11:46,Asset Check Out,Monitor,3,Low,Asset Department,
2025-01-21,14:39,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-21,19:44,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-21,23:38,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-22,08:07,Others,,1,Low,IT Department,
2025-01-22,09:59,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-22,12:58,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-22,14:54,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-01-22,14:59,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-23,00:55,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-23,10:31,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-23,11:06,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-23,12:13,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-23,17:54,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-24,06:53,Others,General Inquiry,1,Low,IT Department,
2025-01-24,13:29,Others,,1,Low,IT Department,
2025-01-24,13:44,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-26,11:39,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-26,17:14,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-27,09:11,Others,,1,Low,IT Department,
2025-01-27,09:16,Asset Check In,Laptop,1,Medium,Asset Department,
2025-01-27,10:12,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-27,12:41,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-27,12:48,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-27,12:51,Others,,1,Low,IT Department,
2025-01-27,13:31,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-27,14:10,Asset Check In,Laptop,1,Medium,Asset Department,
2025-01-27,17:04,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-28,09:30,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-28,09:55,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-28,11:47,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-28,13:18,Others,,1,Low,IT Department,
2025-01-28,14:31,Others,,1,Low,IT Department,
2025-01-29,12:22,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-29,15:02,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-29,15:14,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-29,15:30,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-29,17:29,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-30,08:40,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-30,10:39,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-30,11:29,Others,General Inquiry,1,Low,IT Department,
2025-01-30,15:39,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-30,16:52,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-31,08:08,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-31,09:33,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-31,13:58,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-03,04:19,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-03,10:30,Others,,1,Low,IT Department,
2025-02-03,11:55,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-03,12:53,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-03,14:13,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-03,14:34,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-03,14:59,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-03,15:00,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-03,15:03,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-03,17:18,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-03,17:25,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-03,23:52,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-04,01:11,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-04,03:46,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-04,08:00,Asset Check Out,Monitor,1,Low,Asset Department,
2025-02-04,14:38,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-04,20:15,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-04,23:27,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-05,06:50,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-05,08:14,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-05,12:25,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-02-05,14:24,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-05,14:53,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-05,15:52,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-06,02:34,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-02-06,09:48,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-06,10:15,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-06,10:51,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-06,11:56,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-06,14:32,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-07,02:28,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-07,09:48,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-07,12:14,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-07,15:37,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-08,08:58,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-10,06:54,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-10,09:04,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-10,12:04,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-10,12:48,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-10,13:19,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-10,13:20,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-10,13:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-10,14:13,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-10,14:32,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-10,16:13,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-10,20:29,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-10,20:44,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-11,08:28,Others,General Inquiry,1,Low,IT Department,
2025-02-11,09:37,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-11,10:17,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-11,10:52,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-11,10:52,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-11,16:14,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-12,09:24,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-12,11:06,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-12,11:14,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-12,17:55,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-12,22:03,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-12,23:39,Others,General Inquiry,1,Low,IT Department,
2025-02-13,01:34,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-13,03:03,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-13,08:36,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-13,10:52,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-13,11:39,Asset Check Out,Monitor,1,Low,Asset Department,
2025-02-13,17:02,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-13,21:12,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-14,13:52,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-14,14:50,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-14,16:09,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-14,17:49,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-15,02:06,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-16,08:06,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-17,01:07,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-17,01:55,Others,General Inquiry,1,Low,IT Department,
2025-02-17,09:12,Asset Check Out,Monitor,3,Low,Asset Department,
2025-02-17,11:24,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-17,11:30,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-17,11:47,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-17,12:40,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-02-17,12:58,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-17,13:52,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-17,15:20,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-17,17:31,Asset Check Out,Monitor,1,Low,Asset Department,
2025-02-17,17:45,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-18,04:59,Others,General Inquiry,1,Low,IT Department,
2025-02-18,11:17,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-18,15:07,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-18,17:06,Others,General Inquiry,1,Low,IT Department,
2025-02-18,17:39,Others,General Inquiry,1,Low,IT Department,
2025-02-18,20:18,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-19,09:43,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-19,12:25,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-19,13:40,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-19,14:07,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-19,16:30,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-19,23:05,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-20,09:25,Asset Check Out,Monitor,1,Low,Asset Department,
2025-02-20,11:46,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-20,12:31,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-20,17:00,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-20,17:13,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-20,20:08,Asset Check Out,Monitor,2,Low,Asset Department,
2025-02-20,20:52,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-21,08:17,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-21,13:24,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-21,16:44,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-24,00:13,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-24,03:16,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-24,06:24,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-24,08:50,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-24,10:08,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-02-24,10:53,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-24,11:51,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-24,12:35,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-24,13:34,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-24,13:38,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-24,16:15,Asset Check Out,Monitor,3,Low,Asset Department,
2025-02-25,01:28,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-25,08:48,Others,General Inquiry,1,Low,IT Department,
2025-02-25,09:04,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-25,11:22,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-25,14:08,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-25,20:00,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-26,04:30,Asset Check In,Keyboard,1,Low,Asset Department,
2025-02-26,11:07,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-26,11:54,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-26,15:39,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-26,19:23,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-26,22:09,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-27,08:40,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-27,09:14,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-27,09:32,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-27,10:08,Asset Check In,Laptop,1,Medium,Asset Department,
2025-02-27,11:16,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-27,12:58,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-27,15:57,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-27,17:02,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-28,08:38,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-02-28,10:30,Others,General Inquiry,1,Low,IT Department,
2025-02-28,15:12,Others,General Inquiry,1,Low,IT Department,
2025-02-28,15:23,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-28,20:01,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-03,03:41,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-03,10:56,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-03,10:58,Others,,1,Low,IT Department,
2025-03-03,11:57,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-03,13:23,Asset Check Out,Monitor,1,Low,Asset Department,
2025-03-03,13:44,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-03,14:01,Others,General Inquiry,1,Low,IT Department,
2025-03-03,14:54,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-03,15:18,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-03,17:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-04,02:51,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-04,04:14,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-04,08:58,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-04,09:10,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-04,16:10,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-04,20:18,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-04,23:55,Asset Check Out,Monitor,2,Low,Asset Department,
2025-03-05,09:20,Asset Check In,Keyboard,1,Low,Asset Department,
2025-03-05,12:05,Others,,1,Low,IT Department,
2025-03-05,12:25,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-05,14:58,Asset Check In,Keyboard,1,Low,Asset Department,
2025-03-05,16:16,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-05,17:20,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-06,11:02,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-06,12:10,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-06,12:30,Asset Check In,Keyboard,1,Low,Asset Department,
2025-03-06,13:40,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-06,13:49,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-03-06,17:50,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-06,23:21,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-07,08:28,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-07,09:31,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-07,14:35,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-09,12:29,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-10,01:39,Others,General Inquiry,1,Low,IT Department,
2025-03-10,09:10,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-10,10:44,Asset Check In,Keyboard,1,Low,Asset Department,
2025-03-10,15:32,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-03-10,15:33,Others,,1,Low,IT Department,
2025-03-10,15:59,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-10,16:23,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-10,17:50,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-10,20:45,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-10,23:29,Others,General Inquiry,1,Low,IT Department,
2025-03-11,08:28,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-11,09:38,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-11,12:25,Others,General Inquiry,1,Low,IT Department,
2025-03-11,14:17,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-03-11,14:48,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-11,15:33,Asset Check Out,Monitor,1,Low,Asset Department,
2025-03-12,11:18,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-12,13:12,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-12,15:02,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-12,17:54,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-12,20:17,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-12,22:32,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-13,03:51,Asset Check In,Keyboard,1,Low,Asset Department,
2025-03-13,05:55,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-13,09:29,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-13,12:59,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-13,15:44,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-13,16:20,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-14,06:14,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-14,09:49,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-14,14:03,Others,General Inquiry,1,Low,IT Department,
2025-03-14,14:17,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-15,14:55,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-16,08:08,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-16,14:01,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-16,22:47,Asset Check Out,Monitor,3,Low,Asset Department,
2025-03-17,04:10,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-17,09:42,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-17,15:33,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-17,17:28,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-17,17:30,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-17,17:34,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-17,17:54,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-17,19:23,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-17,22:04,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-17,22:37,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-18,02:32,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-18,05:41,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-18,10:01,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-18,13:49,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-18,15:48,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-18,16:19,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-03-19,09:24,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-19,10:25,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-19,13:44,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-19,16:28,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-19,16:31,Others,General Inquiry,1,Low,IT Department,
2025-03-19,17:13,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-20,00:49,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-20,08:38,Others,,1,Low,IT Department,
2025-03-20,13:56,Asset Check In,Keyboard,1,Low,Asset Department,
