date,time,category,sub_category,count,priority,department,days_ago
2025-01-24,16:23,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-01-24,09:17,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-27,15:09,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-27,10:18,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-01-27,08:57,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-27,10:51,Asset Check In,Monitor,3,Low,Asset Department,
2025-01-27,08:16,IT Support,Virus/Malware Check,2,Critical,IT Department,
2025-01-27,04:53,IT Support,Technical Assistance,3,Medium,IT Department,
2025-01-27,12:35,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-27,16:10,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-27,10:23,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-01-27,16:54,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-01-28,20:47,IT Support,Data Backup/Restore,2,Medium,IT Department,
2025-01-28,14:42,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-28,08:54,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-28,20:29,IT Support,Technical Assistance,3,Medium,IT Department,
2025-01-28,12:06,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-30,10:43,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-01-30,10:16,IT Support,Technical Assistance,2,Medium,IT Department,
2025-01-30,13:55,IT Support,Technical Assistance,3,Medium,IT Department,
2025-01-30,16:32,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-01-30,08:48,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-01-30,12:51,New Budget Proposal,Capital Expenses (CapEx),2,High,Budget Department,
2025-01-31,12:10,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-01-31,09:43,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-31,13:47,Asset Check In,Monitor,3,Low,Asset Department,
2025-01-31,00:05,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-03,14:43,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-03,10:52,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-03,16:45,IT Support,Internet/Network Connectivity Issue,3,High,IT Department,
2025-02-03,16:57,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-03,10:51,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-03,19:57,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-02-03,15:24,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-03,09:44,IT Support,Software Installation/Update,2,Medium,IT Department,
2025-02-03,15:49,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-03,09:01,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-03,10:57,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-03,10:54,Others,,1,Low,IT Department,
2025-02-04,09:08,Others,,2,Low,IT Department,
2025-02-04,16:52,IT Support,Virus/Malware Check,2,Critical,IT Department,
2025-02-04,09:53,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-04,20:31,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-02-04,10:37,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-04,12:46,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-02-05,14:45,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-05,15:25,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-05,14:23,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-05,13:57,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-02-05,09:52,New Budget Proposal,Operational Expenses (OpEx),3,Medium,Budget Department,
2025-02-05,09:11,IT Support,Internet/Network Connectivity Issue,3,High,IT Department,
2025-02-05,20:00,New Budget Proposal,Capital Expenses (CapEx),2,High,Budget Department,
2025-02-06,09:57,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-06,10:06,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-06,16:26,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-06,12:48,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-06,14:48,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-06,12:49,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-02-06,14:50,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-07,18:40,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-07,18:18,IT Support,Internet/Network Connectivity Issue,2,High,IT Department,
2025-02-07,10:25,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-07,15:00,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-10,14:39,Others,General Inquiry,2,Low,IT Department,
2025-02-10,02:32,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-10,09:45,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-10,09:59,IT Support,Virus/Malware Check,2,Critical,IT Department,
2025-02-10,18:30,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-02-10,08:13,IT Support,Technical Assistance,2,Medium,IT Department,
2025-02-10,20:37,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-10,09:48,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-10,15:57,IT Support,Internet/Network Connectivity Issue,3,Critical,IT Department,
2025-02-10,15:03,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-10,10:40,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-02-11,09:46,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-02-11,15:05,IT Support,Hardware Troubleshooting,2,High,IT Department,
2025-02-11,14:44,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-11,19:26,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-11,16:18,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-12,08:19,IT Support,Internet/Network Connectivity Issue,2,Critical,IT Department,
2025-02-12,15:14,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-02-12,08:33,Others,General Inquiry,1,Low,IT Department,
2025-02-12,08:02,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-12,08:56,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-12,02:42,IT Support,Technical Assistance,3,Medium,IT Department,
2025-02-13,10:50,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-13,12:18,IT Support,Internet/Network Connectivity Issue,3,Critical,IT Department,
2025-02-13,13:52,IT Support,Software Installation/Update,2,Medium,IT Department,
2025-02-13,09:33,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-13,16:59,Others,General Inquiry,3,Low,IT Department,
2025-02-14,06:05,IT Support,Data Backup/Restore,2,Medium,IT Department,
2025-02-14,16:51,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-14,20:11,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-14,21:41,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-14,14:20,New Budget Proposal,Capital Expenses (CapEx),3,High,Budget Department,
2025-02-14,09:17,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-17,13:53,Others,,3,Low,IT Department,
2025-02-17,09:14,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-02-17,16:12,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-17,08:29,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-02-17,12:10,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-17,10:30,Others,,1,Low,IT Department,
2025-02-17,00:30,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-17,20:07,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-17,08:12,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-02-17,08:06,Others,,2,Low,IT Department,
2025-02-17,12:20,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-02-17,12:02,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-18,15:03,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-18,19:27,IT Support,Virus/Malware Check,2,Critical,IT Department,
2025-02-18,23:07,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-18,15:50,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-18,10:31,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-18,16:20,New Budget Proposal,Operational Expenses (OpEx),3,Medium,Budget Department,
2025-02-18,14:43,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-19,07:00,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-19,14:53,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-19,16:27,IT Support,Internet/Network Connectivity Issue,2,Critical,IT Department,
2025-02-19,10:32,Asset Check In,Monitor,1,Low,Asset Department,
2025-02-19,14:13,IT Support,Hardware Troubleshooting,2,High,IT Department,
2025-02-19,21:18,IT Support,Technical Assistance,2,Medium,IT Department,
2025-02-19,10:09,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-02-20,10:57,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-20,09:15,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-20,14:00,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-20,12:04,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-20,18:54,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-20,12:25,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-21,04:09,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-21,01:29,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-21,14:51,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-21,16:03,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-02-24,08:30,IT Support,Data Backup/Restore,2,Medium,IT Department,
2025-02-24,18:37,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-02-24,20:12,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-24,10:50,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-24,10:04,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-24,15:10,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-02-24,09:32,IT Support,Internet/Network Connectivity Issue,3,Critical,IT Department,
2025-02-24,12:37,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-24,19:10,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-24,13:55,Others,General Inquiry,1,Low,IT Department,
2025-02-24,10:48,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-02-25,10:01,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-25,15:59,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-25,18:38,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-25,14:41,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-25,08:34,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-25,12:25,New Budget Proposal,Operational Expenses (OpEx),2,Medium,Budget Department,
2025-02-26,08:45,Others,General Inquiry,3,Low,IT Department,
2025-02-26,08:49,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-26,14:35,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-26,12:42,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-26,21:43,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-02-27,04:44,Asset Check In,Monitor,2,Low,Asset Department,
2025-02-27,10:48,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-27,09:39,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-02-27,09:05,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-27,10:54,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-02-27,21:11,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-02-28,16:36,Asset Check In,Monitor,3,Low,Asset Department,
2025-02-28,15:52,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-02-28,10:13,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-02-28,12:27,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-03,13:50,IT Support,Technical Assistance,3,Medium,IT Department,
2025-03-03,13:52,Others,General Inquiry,3,Low,IT Department,
2025-03-03,18:22,New Budget Proposal,Capital Expenses (CapEx),2,High,Budget Department,
2025-03-03,16:07,IT Support,Technical Assistance,3,Medium,IT Department,
2025-03-03,08:28,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-03-03,21:54,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-03,12:55,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-03,08:54,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-03,15:25,Others,,2,Low,IT Department,
2025-03-03,12:35,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-03,10:23,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-04,19:55,IT Support,Data Backup/Restore,2,Medium,IT Department,
2025-03-04,08:16,IT Support,Hardware Troubleshooting,2,High,IT Department,
2025-03-04,15:52,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-03-04,08:59,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-03-04,13:42,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-04,09:00,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-05,14:57,New Budget Proposal,Operational Expenses (OpEx),3,Medium,Budget Department,
2025-03-05,07:03,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-03-05,10:44,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-05,16:17,Others,General Inquiry,2,Low,IT Department,
2025-03-05,19:24,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-03-06,20:36,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-06,12:16,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-06,16:15,Asset Check In,Monitor,2,Low,Asset Department,
2025-03-06,12:07,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-06,16:33,Others,,2,Low,IT Department,
2025-03-07,10:28,Others,,1,Low,IT Department,
2025-03-07,19:03,New Budget Proposal,Capital Expenses (CapEx),3,High,Budget Department,
2025-03-07,09:48,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-07,16:42,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-08,19:38,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-10,08:16,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-03-10,09:24,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-10,19:39,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-10,08:24,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-03-10,02:04,New Budget Proposal,Capital Expenses (CapEx),3,High,Budget Department,
2025-03-10,21:37,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-10,13:38,Asset Check In,Monitor,2,Low,Asset Department,
2025-03-10,08:10,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-10,10:28,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-10,08:14,IT Support,Hardware Troubleshooting,2,High,IT Department,
2025-03-10,08:27,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-11,16:08,Others,General Inquiry,2,Low,IT Department,
2025-03-11,16:59,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-11,14:24,New Budget Proposal,Operational Expenses (OpEx),3,Medium,Budget Department,
2025-03-11,15:30,Asset Check In,Monitor,2,Low,Asset Department,
2025-03-11,15:48,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-03-12,08:54,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-03-12,09:25,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-12,00:01,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-12,08:48,IT Support,Virus/Malware Check,2,Critical,IT Department,
2025-03-12,15:23,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-13,16:32,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-13,08:32,Others,General Inquiry,3,Low,IT Department,
2025-03-13,09:08,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-03-13,20:29,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-13,09:51,Others,General Inquiry,3,Low,IT Department,
2025-03-13,08:07,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-14,14:29,IT Support,Data Backup/Restore,2,Medium,IT Department,
2025-03-14,12:52,Asset Check In,Monitor,3,Low,Asset Department,
2025-03-14,10:35,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-14,10:23,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-17,13:53,New Budget Proposal,Operational Expenses (OpEx),2,Medium,Budget Department,
2025-03-17,15:39,Others,,3,Low,IT Department,
2025-03-17,14:50,Others,General Inquiry,2,Low,IT Department,
2025-03-17,15:51,Others,,1,Low,IT Department,
2025-03-17,08:37,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-17,21:13,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-03-17,12:37,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-17,13:40,Asset Check In,Monitor,3,Low,Asset Department,
2025-03-17,08:26,IT Support,Internet/Network Connectivity Issue,2,Critical,IT Department,
2025-03-17,02:36,IT Support,Hardware Troubleshooting,2,High,IT Department,
2025-03-17,06:24,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-18,09:22,New Budget Proposal,Operational Expenses (OpEx),2,Medium,Budget Department,
2025-03-18,13:34,IT Support,Internet/Network Connectivity Issue,2,Critical,IT Department,
2025-03-18,09:43,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-18,13:35,IT Support,Technical Assistance,3,Medium,IT Department,
2025-03-18,14:07,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-18,18:38,IT Support,Technical Assistance,2,Medium,IT Department,
2025-03-18,13:47,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-19,16:35,Others,General Inquiry,1,Low,IT Department,
2025-03-19,12:40,Others,General Inquiry,3,Low,IT Department,
2025-03-19,16:02,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-19,16:39,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-19,09:00,IT Support,Hardware Troubleshooting,3,High,IT Department,
2025-03-20,20:20,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-20,10:30,IT Support,Software Installation/Update,2,Medium,IT Department,
2025-03-20,14:59,Asset Check In,Monitor,3,Low,Asset Department,
2025-03-20,13:40,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-03-20,12:18,IT Support,Software Installation/Update,3,Medium,IT Department,
2025-03-20,10:07,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-20,15:25,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-21,12:09,Others,General Inquiry,1,Low,IT Department,
2025-03-21,06:28,IT Support,Internet/Network Connectivity Issue,2,High,IT Department,
2025-03-21,13:58,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-03-21,10:05,New Budget Proposal,Operational Expenses (OpEx),2,Medium,Budget Department,
2025-03-21,16:07,IT Support,Data Backup/Restore,3,Medium,IT Department,
2025-03-22,04:01,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-23,10:59,IT Support,Virus/Malware Check,3,Critical,IT Department,
2025-03-24,18:02,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-24,10:16,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-24,16:38,IT Support,Software Installation/Update,2,Medium,IT Department,
2025-03-24,10:03,New Budget Proposal,Operational Expenses (OpEx),2,Medium,Budget Department,
2025-03-24,15:01,Asset Check In,Monitor,2,Low,Asset Department,
