date,time,category,sub_category,count,priority,department,days_ago
2025-02-04,09:06,IT Support,Software Installation/Update,1,Low,IT Department,
2025-02-24,11:57,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-16,10:09,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-09-18,20:54,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-12-02,09:02,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-01-08,17:43,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-07-24,09:22,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-12-10,12:09,Asset Check Out,Laptop,1,High,Asset Department,
2025-02-24,10:22,Asset Check Out,Laptop,1,Low,Asset Department,
2025-05-23,14:37,IT Support,Technical Assistance,1,Critical,IT Department,
2025-08-18,15:44,Asset Check In,Monitor,1,Low,Asset Department,
2025-09-08,14:21,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-01-31,09:26,Asset Check Out,Keyboard,1,High,Asset Department,
2025-12-22,09:03,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-04-23,09:04,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-10-31,03:19,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-03-07,18:59,IT Support,Technical Assistance,1,Critical,IT Department,
2025-05-06,08:45,Others,General Inquiry,1,High,IT Department,
2025-05-07,16:46,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-09-24,14:37,IT Support,Technical Assistance,1,Critical,IT Department,
2025-02-05,16:49,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-07-02,15:45,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-24,16:29,IT Support,Virus/Malware Check,1,High,IT Department,
2025-10-01,14:11,Asset Check Out,Laptop,1,Low,Asset Department,
2025-01-20,16:16,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-01-22,11:04,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-01-20,09:26,Others,General Inquiry,1,Low,IT Department,
2025-05-12,12:59,Others,,1,Medium,IT Department,
2025-03-05,11:57,Others,General Inquiry,1,Critical,IT Department,
2025-04-21,15:58,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-05-26,10:39,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-10-21,11:44,Others,General Inquiry,1,Critical,IT Department,
2025-08-14,10:05,Others,General Inquiry,1,Medium,IT Department,
2025-12-15,12:47,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-28,12:44,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-11-12,16:21,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-12-26,13:37,Others,,1,Medium,IT Department,
2025-04-16,16:44,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-03-10,14:54,Asset Check In,Monitor,1,Medium,Asset Department,
2025-05-14,14:47,Others,General Inquiry,1,Medium,IT Department,
2025-05-05,09:47,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-06-25,11:38,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-03-04,10:12,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2026-01-07,15:57,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-27,16:15,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-10-22,15:50,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-07-22,10:01,IT Support,Technical Assistance,1,Low,IT Department,
2026-01-03,11:56,Others,,1,Medium,IT Department,
2025-12-04,12:08,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-03-14,15:53,Asset Check In,Monitor,1,High,Asset Department,
2025-02-19,05:04,IT Support,Data Backup/Restore,1,High,IT Department,
2025-12-24,14:20,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-12,11:03,Others,General Inquiry,1,Low,IT Department,
2025-03-27,15:04,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-01-22,14:53,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-02-13,10:13,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-02,14:16,IT Support,Software Installation/Update,1,High,IT Department,
2025-12-19,16:05,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-11-18,11:34,Asset Check Out,Laptop,1,Low,Asset Department,
2025-01-23,09:21,Asset Check In,Monitor,1,Medium,Asset Department,
2026-01-02,09:40,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-04-16,10:22,IT Support,Data Backup/Restore,1,High,IT Department,
2025-03-03,16:58,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-27,13:25,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-08-18,10:12,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-07-08,13:04,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-10-28,09:33,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-05-02,14:15,IT Support,Technical Assistance,1,Medium,IT Department,
2025-12-09,09:04,Others,,1,Critical,IT Department,
2025-09-29,16:15,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-02-21,15:37,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-23,14:15,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-12,10:33,Asset Check In,Monitor,1,High,Asset Department,
2025-11-03,11:19,Asset Check In,Monitor,1,Medium,Asset Department,
2025-08-19,14:18,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-10-07,11:12,Asset Check In,Monitor,1,Medium,Asset Department,
2025-03-03,14:12,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-12-10,13:51,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-13,09:38,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-05-23,11:12,Others,General Inquiry,1,High,IT Department,
2025-03-07,14:05,IT Support,Technical Assistance,1,High,IT Department,
2026-01-05,08:35,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-03-25,08:22,IT Support,Virus/Malware Check,1,High,IT Department,
2025-10-08,12:14,Others,General Inquiry,1,High,IT Department,
2025-04-28,09:49,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-04-01,10:05,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-02-28,14:08,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-08-15,14:34,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-15,13:33,IT Support,Technical Assistance,1,High,IT Department,
2025-06-30,10:43,Others,General Inquiry,1,Medium,IT Department,
2025-04-07,11:45,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-11,11:36,IT Support,Software Installation/Update,1,High,IT Department,
2025-04-30,16:14,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-02,16:19,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-03-27,11:54,Asset Check Out,Keyboard,1,High,Asset Department,
2025-04-02,10:53,IT Support,Technical Assistance,1,Medium,IT Department,
2025-08-15,15:21,IT Support,Software Installation/Update,1,High,IT Department,
2025-08-19,16:57,IT Support,Technical Assistance,1,Critical,IT Department,
2025-11-11,10:09,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-14,19:03,IT Support,Technical Assistance,1,Critical,IT Department,
2025-08-22,13:39,Others,General Inquiry,1,Low,IT Department,
2025-12-01,14:00,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-09-12,10:22,Others,,1,Critical,IT Department,
2025-01-08,10:21,Asset Check In,Monitor,1,Critical,Asset Department,
2025-01-20,16:03,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-12-29,11:36,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-03-17,14:52,Others,General Inquiry,1,Critical,IT Department,
2025-06-05,13:59,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-01-23,11:28,IT Support,Software Installation/Update,1,Low,IT Department,
2025-01-28,15:02,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-24,16:05,IT Support,Software Installation/Update,1,High,IT Department,
2025-04-30,11:12,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-06-13,12:07,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-03-24,11:34,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-09-07,11:46,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-01-09,16:02,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-09-30,17:57,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-10,11:38,Asset Check Out,Keyboard,1,High,Asset Department,
2025-08-22,14:12,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-10,14:51,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-08-07,15:54,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-01-06,09:13,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-12-24,16:31,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-12-10,12:21,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-15,10:08,Asset Check Out,Laptop,1,High,Asset Department,
2025-10-23,12:51,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-12-10,16:39,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-04-21,10:13,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-07-01,10:40,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-01-08,16:28,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-28,23:11,IT Support,Software Installation/Update,1,Low,IT Department,
2025-01-27,09:03,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-09-30,13:03,Asset Check In,Monitor,1,Critical,Asset Department,
2025-01-06,14:11,Asset Check Out,Keyboard,1,High,Asset Department,
2025-10-03,14:44,Others,General Inquiry,1,Critical,IT Department,
2025-03-14,09:20,Others,,1,High,IT Department,
2025-03-20,22:50,IT Support,Technical Assistance,1,High,IT Department,
2025-07-15,09:41,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-05-22,16:27,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-01-14,11:46,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-11-14,12:46,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-07-21,14:37,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-09,14:18,IT Support,Data Backup/Restore,1,High,IT Department,
2025-11-21,14:43,Asset Check In,Monitor,1,Critical,Asset Department,
2025-06-17,16:19,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-02-18,09:04,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-11-19,12:01,IT Support,Software Installation/Update,1,Low,IT Department,
2025-02-19,15:28,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-09,15:53,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-07-17,11:36,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-12-18,10:22,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-11-12,14:24,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-10-29,09:15,IT Support,Technical Assistance,1,High,IT Department,
2025-11-20,16:18,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-03-06,10:34,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-11-26,10:55,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-02-28,15:25,Others,General Inquiry,1,Critical,IT Department,
2025-11-17,14:41,IT Support,Data Backup/Restore,1,High,IT Department,
2025-06-18,12:49,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-08-18,10:55,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-05-13,15:44,IT Support,Technical Assistance,1,Medium,IT Department,
2025-06-25,22:21,Asset Check In,Monitor,1,Critical,Asset Department,
2025-07-14,15:45,Asset Check Out,Laptop,1,Low,Asset Department,
2025-04-25,15:43,Asset Check Out,Laptop,1,High,Asset Department,
2025-09-23,09:39,IT Support,Software Installation/Update,1,High,IT Department,
2025-07-31,14:25,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-07-07,11:39,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-12-16,13:00,Others,General Inquiry,1,High,IT Department,
2025-06-11,10:14,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2026-01-05,16:01,Others,,1,Critical,IT Department,
2025-09-26,11:36,Others,,1,Medium,IT Department,
2025-08-10,11:13,Asset Check In,Monitor,1,High,Asset Department,
2025-11-10,09:08,Others,General Inquiry,1,Medium,IT Department,
2025-04-28,09:49,Others,,1,Medium,IT Department,
2026-01-06,08:49,IT Support,Technical Assistance,1,High,IT Department,
2025-02-03,11:18,Asset Check In,Monitor,1,Critical,Asset Department,
2025-01-16,08:05,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-01-13,15:37,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-06-24,16:23,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-12-18,09:58,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-11,10:28,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-11-13,13:48,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-11-05,17:58,Others,,1,Medium,IT Department,
2025-09-01,15:07,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-11-19,13:02,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-02-28,10:15,Asset Check Out,Laptop,1,Low,Asset Department,
2025-05-29,14:36,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-04-01,15:01,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-12-16,17:50,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-09-26,11:07,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-09-17,09:36,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-08-13,08:49,Others,,1,Critical,IT Department,
2025-07-02,16:03,Others,,1,Low,IT Department,
2025-12-02,12:49,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-06-09,09:20,Others,General Inquiry,1,Low,IT Department,
2025-03-13,08:57,IT Support,Technical Assistance,1,Low,IT Department,
2025-01-24,11:58,Others,General Inquiry,1,High,IT Department,
2025-11-14,14:22,IT Support,Software Installation/Update,1,Low,IT Department,
2025-10-20,11:15,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-01-22,14:35,IT Support,Data Backup/Restore,1,High,IT Department,
2025-01-08,10:33,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-07-10,09:30,Others,General Inquiry,1,Low,IT Department,
2026-01-05,10:39,Others,,1,High,IT Department,
2025-02-18,10:44,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-06-25,08:32,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-01-06,11:24,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-12-12,09:37,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-04-24,15:46,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-06-19,09:21,Asset Check In,Monitor,1,Critical,Asset Department,
2025-09-13,09:39,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-12-04,16:46,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-03-11,10:19,Asset Check In,Monitor,1,Medium,Asset Department,
2025-05-16,11:02,IT Support,Data Backup/Restore,1,High,IT Department,
2025-11-03,16:42,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-11-11,11:10,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-08-22,16:36,IT Support,Technical Assistance,1,High,IT Department,
2025-12-03,14:31,Others,,1,Medium,IT Department,
2025-05-26,11:17,Asset Check Out,Laptop,1,High,Asset Department,
2025-05-29,09:53,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-03-06,23:01,Asset Check Out,Keyboard,1,High,Asset Department,
2025-02-11,14:54,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-04-07,11:33,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-03-07,14:41,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-05-07,08:58,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-06-19,13:14,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-03-14,15:29,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-12-24,15:43,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-05-09,10:15,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-10-09,08:36,IT Support,Technical Assistance,1,Low,IT Department,
2025-10-17,15:37,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-03-04,15:34,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-11-03,09:23,Asset Check In,Monitor,1,Medium,Asset Department,
2025-04-11,11:34,IT Support,Software Installation/Update,1,Low,IT Department,
2025-04-19,08:10,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-09-30,14:54,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-05-30,14:59,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-10-16,12:26,Asset Check Out,Laptop,1,High,Asset Department,
2025-12-19,10:48,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-07-04,11:00,Others,,1,Critical,IT Department,
2025-06-09,11:26,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-04-15,09:49,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-24,02:34,Asset Check In,Monitor,1,High,Asset Department,
2025-03-24,11:25,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-01,08:11,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-09-08,11:04,Asset Check Out,Keyboard,1,High,Asset Department,
2025-01-16,14:14,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-10-15,15:17,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-29,15:36,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-07-16,02:11,Others,,1,Critical,IT Department,
2025-07-09,11:55,Asset Check In,Monitor,1,Critical,Asset Department,
2025-04-29,10:15,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-09-29,09:20,IT Support,Technical Assistance,1,Critical,IT Department,
2025-02-06,10:46,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-06-08,15:47,IT Support,Technical Assistance,1,Low,IT Department,
2025-12-02,10:38,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-21,11:30,Asset Check In,Monitor,1,High,Asset Department,
2025-09-16,09:19,Asset Check In,Monitor,1,High,Asset Department,
2025-12-02,15:12,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-08-29,10:27,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-05-08,08:30,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-09-22,14:03,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
